author,content,description,photo_url,pub_date,source,title,url,combined_text,tokens,lems,keywords
The New York Times,"Daily Business Briefing
Sept. 23, 2021Updated Sept. 23, 2021, 6:44 a.m. ET
Sept. 23, 2021, 6:44 a.m. ET
The possible collapse of property giant China Evergrande shook markets around the world earl… [+16673 chars]","Despite the uncertainty, shares in the big property developer, which is burdened with huge debt, jumped 18 percent Thursday.",https://static01.nyt.com/images/2021/09/23/world/23economy-briefing-china-evergrande/23economy-briefing-china-evergrande-facebookJumbo.jpg,2021-09-23,New York Times,Uncertainty Looms Around Evergrande’s Payment Deadline,https://www.nytimes.com/live/2021/09/23/business/news-business-stock-market,uncertainty looms around evergrande s payment deadline daily business briefing sept  updated sept     a m et sept     a m et the possible collapse of property giant china evergrande shook markets around the world earl  chars,"['uncertainty', 'looms', 'around', 'evergrande', 'payment', 'deadline', 'daily', 'business', 'briefing', 'sept', 'updated', 'sept', 'et', 'sept', 'et', 'possible', 'collapse', 'property', 'giant', 'china', 'evergrande', 'shook', 'markets', 'around', 'world', 'earl', 'chars']",uncertainty loom around evergrande payment deadline daily business briefing sept updated et possible collapse property giant china shook market world earl char,"['uncertainty', 'looms', 'around', 'evergrande', 'payment', 'deadline', 'daily', 'business', 'briefing', 'sept', 'updated', 'et', 'possible', 'collapse', 'property', 'giant', 'china', 'shook', 'markets', 'world', 'earl', 'chars']"
The New York Times,"Daily Covid Briefing
Oct. 9, 2021Updated Oct. 9, 2021, 10:20 a.m. ET
Oct. 9, 2021, 10:20 a.m. ET
By Daniel E. Slotnik
While the Delta variant-driven surge is receding in much of the United States… [+14415 chars]","“The pressure on hospitals and clinics in both our urban and rural areas is reaching critical levels,” Gov. Doug Burgum said. Here’s the latest on the pandemic.",https://static01.nyt.com/images/2021/10/08/multimedia/08virus-briefing-north-dakota/08virus-briefing-north-dakota-facebookJumbo.jpg,2021-10-09,New York Times,Delta-Driven Surge Pushes North Dakota Hospitals to the Brink,https://www.nytimes.com/live/2021/10/09/world/covid-delta-variant-vaccines,delta driven surge pushes north dakota hospitals to the brink daily covid briefing oct  updated oct     a m et oct     a m et by daniel e slotnik while the delta variant driven surge is receding in much of the united states  chars,"['delta', 'driven', 'surge', 'pushes', 'north', 'dakota', 'hospitals', 'brink', 'daily', 'covid', 'briefing', 'oct', 'updated', 'oct', 'et', 'oct', 'et', 'daniel', 'e', 'slotnik', 'delta', 'variant', 'driven', 'surge', 'receding', 'much', 'united', 'states', 'chars']",delta driven surge push north dakota hospital brink daily covid briefing oct updated et daniel e slotnik variant receding much united state char,"['delta', 'driven', 'surge', 'pushes', 'north', 'dakota', 'hospitals', 'brink', 'daily', 'covid', 'briefing', 'oct', 'updated', 'et', 'daniel', 'e', 'slotnik', 'variant', 'receding', 'much', 'united', 'states', 'chars']"
Joshua Hammer and Jason Gutierrez,"LiveUpdated Oct. 8, 2021, 7:22 a.m. ET
Oct. 8, 2021, 7:22 a.m. ET
In an era of increasing authoritarianism and swirling misinformation, Maria Ressa and Dmitri A. Muratov, who lead independent news … [+28248 chars]","In an era of increasing authoritarianism and swirling misinformation, Maria Ressa and Dmitri A. Muratov, who lead independent news outlets in the Philippines and Russia, were honored for their work to hold leaders to account.",https://static01.nyt.com/images/2021/10/08/world/08nobel-briefing-maria-ressa-sub/08nobel-briefing-maria-ressa-sub-facebookJumbo.jpg,2021-10-08,New York Times,Philippine journalist Maria Ressa has incurred President Rodrigo Duterte’s wrath.,https://www.nytimes.com/live/2021/10/08/world/nobel-prize,philippine journalist maria ressa has incurred president rodrigo duterte s wrath liveupdated oct     a m et oct     a m et in an era of increasing authoritarianism and swirling misinformation maria ressa and dmitri a muratov who lead independent news  chars,"['philippine', 'journalist', 'maria', 'ressa', 'incurred', 'president', 'rodrigo', 'duterte', 'wrath', 'liveupdated', 'oct', 'et', 'oct', 'et', 'era', 'increasing', 'authoritarianism', 'swirling', 'misinformation', 'maria', 'ressa', 'dmitri', 'muratov', 'lead', 'independent', 'news', 'chars']",philippine journalist maria ressa incurred president rodrigo duterte wrath liveupdated oct et era increasing authoritarianism swirling misinformation dmitri muratov lead independent news char,"['philippine', 'journalist', 'maria', 'ressa', 'incurred', 'president', 'rodrigo', 'duterte', 'wrath', 'liveupdated', 'oct', 'et', 'era', 'increasing', 'authoritarianism', 'swirling', 'misinformation', 'dmitri', 'muratov', 'lead', 'independent', 'news', 'chars']"
https://www.facebook.com/bbcnews,"image source, Getty Images
In our series of letters from African journalists, Ismail Einashe considers the importance of food for those forced to flee their homes.
On a rainy Friday evening in Lond… [+5126 chars]","Ethiopian and Eritrean food is well known globally, but this is your chance to discover Somali cooking.",https://ichef.bbci.co.uk/news/1024/branded_news/129F6/production/_120687267_gettyimages-831394486_976549.png,2021-09-25,BBC News,Letter from Africa: The wonders of Somali cuisine and a taste of home,https://www.bbc.co.uk/news/world-africa-58348779,letter from africa the wonders of somali cuisine and a taste of home image source getty images in our series of letters from african journalists ismail einashe considers the importance of food for those forced to flee their homes on a rainy friday evening in lond  chars,"['letter', 'africa', 'wonders', 'somali', 'cuisine', 'taste', 'home', 'image', 'source', 'getty', 'images', 'series', 'letters', 'african', 'journalists', 'ismail', 'einashe', 'considers', 'importance', 'food', 'forced', 'flee', 'homes', 'rainy', 'friday', 'evening', 'lond', 'chars']",letter africa wonder somali cuisine taste home image source getty image series letter african journalist ismail einashe considers importance food forced flee home rainy friday evening lond char,"['letter', 'africa', 'wonders', 'somali', 'cuisine', 'taste', 'home', 'image', 'source', 'getty', 'images', 'series', 'letters', 'african', 'journalists', 'ismail', 'einashe', 'considers', 'importance', 'food', 'forced', 'flee', 'homes', 'rainy', 'friday', 'evening', 'lond', 'chars']"
https://www.facebook.com/bbcnews,"By Mark SavageBBC Music Correspondent
image caption, Dave Grohl says he cried after hearing Abba's new songs
When Dave Grohl wrote a memoir, his publishers suggested he should promote it with a cou… [+10816 chars]","The Foo Fighters star says his whole life is an ""out-of-body experience"" as he publishes his memoir.",https://ichef.bbci.co.uk/news/1024/branded_news/14085/production/_120735028_hi027864092.jpg,2021-09-29,BBC News,Dave Grohl: My whole life is like an out-of-body experience,https://www.bbc.co.uk/news/entertainment-arts-58732178,dave grohl my whole life is like an out of body experience by mark savagebbc music correspondent image caption dave grohl says he cried after hearing abba is new songs when dave grohl wrote a memoir his publishers suggested he should promote it with a cou  chars,"['dave', 'grohl', 'whole', 'life', 'like', 'body', 'experience', 'mark', 'savagebbc', 'music', 'correspondent', 'image', 'caption', 'dave', 'grohl', 'says', 'cried', 'hearing', 'abba', 'new', 'songs', 'dave', 'grohl', 'wrote', 'memoir', 'publishers', 'suggested', 'promote', 'cou', 'chars']",dave grohl whole life like body experience mark savagebbc music correspondent image caption say cried hearing abba new song wrote memoir publisher suggested promote cou char,"['dave', 'grohl', 'whole', 'life', 'like', 'body', 'experience', 'mark', 'savagebbc', 'music', 'correspondent', 'image', 'caption', 'says', 'cried', 'hearing', 'abba', 'new', 'songs', 'wrote', 'memoir', 'publishers', 'suggested', 'promote', 'cou', 'chars']"
https://www.facebook.com/bbcnews,"Image caption, Ferdinand Marcos Jr - seen with his wife and sister in 2018 - is also known as ""Bongbong""
The son of the Philippines' former dictator, Ferdinand Marcos, has announced that he will run… [+2605 chars]",Ferdinand Marcos Jr's father was accused of widespread human rights abuses during his two-decade rule.,https://ichef.bbci.co.uk/news/1024/branded_news/115B8/production/_120869017_mediaitem120869016.jpg,2021-10-05,BBC News,Philippines: Son of ex-dictator Marcos to run for president,https://www.bbc.co.uk/news/world-asia-58807694,philippines son of ex dictator marcos to run for president image caption ferdinand marcos jr seen with his wife and sister in  is also known as bongbong the son of the philippines former dictator ferdinand marcos has announced that he will run  chars,"['philippines', 'son', 'ex', 'dictator', 'marcos', 'run', 'president', 'image', 'caption', 'ferdinand', 'marcos', 'jr', 'seen', 'wife', 'sister', 'also', 'known', 'bongbong', 'son', 'philippines', 'former', 'dictator', 'ferdinand', 'marcos', 'announced', 'run', 'chars']",philippine son ex dictator marcos run president image caption ferdinand jr seen wife sister also known bongbong former announced char,"['philippines', 'son', 'ex', 'dictator', 'marcos', 'run', 'president', 'image', 'caption', 'ferdinand', 'jr', 'seen', 'wife', 'sister', 'also', 'known', 'bongbong', 'former', 'announced', 'chars']"
https://www.facebook.com/bbcnews,"By BBC MonitoringEssential Media Insight
image source, Getty Images
image captionMisinformation has targeted the validity of the German federal elections
Ahead of federal elections this weekend, c… [+6585 chars]",One wildly inaccurate claim suggests Germany does not actually exist.,https://ichef.bbci.co.uk/news/1024/branded_news/11B11/production/_120656427_gettyimages-1341633562.jpg,2021-09-24,BBC News,German elections 2021: The conspiracy theories targeting voters,https://www.bbc.co.uk/news/world-europe-58655702,german elections  the conspiracy theories targeting voters by bbc monitoringessential media insight image source getty images image captionmisinformation has targeted the validity of the german federal elections ahead of federal elections this weekend c  chars,"['german', 'elections', 'conspiracy', 'theories', 'targeting', 'voters', 'bbc', 'monitoringessential', 'media', 'insight', 'image', 'source', 'getty', 'images', 'image', 'captionmisinformation', 'targeted', 'validity', 'german', 'federal', 'elections', 'ahead', 'federal', 'elections', 'weekend', 'c', 'chars']",german election conspiracy theory targeting voter bbc monitoringessential medium insight image source getty image captionmisinformation targeted validity federal ahead weekend c char,"['german', 'elections', 'conspiracy', 'theories', 'targeting', 'voters', 'bbc', 'monitoringessential', 'media', 'insight', 'image', 'source', 'getty', 'images', 'captionmisinformation', 'targeted', 'validity', 'federal', 'ahead', 'weekend', 'c', 'chars']"
https://www.facebook.com/bbcnews,"By Mark SavageBBC Music Correspondent
image captionR Kelly has been awaiting trial since his arrest in 2019
The jury has retired in R. Kelly's sex trafficking trial in New York, after a month of te… [+15067 chars]",The five-week trial heard harrowing details of abuse and assault. Here are the key moments.,https://ichef.bbci.co.uk/news/1024/branded_news/EFCF/production/_120219316_hi069530743.jpg,2021-09-24,BBC News,R. Kelly trial: A look at the key moments as jury deliberates,https://www.bbc.co.uk/news/entertainment-arts-58306164,r kelly trial a look at the key moments as jury deliberates by mark savagebbc music correspondent image captionr kelly has been awaiting trial since his arrest in  the jury has retired in r kelly is sex trafficking trial in new york after a month of te  chars,"['r', 'kelly', 'trial', 'look', 'key', 'moments', 'jury', 'deliberates', 'mark', 'savagebbc', 'music', 'correspondent', 'image', 'captionr', 'kelly', 'awaiting', 'trial', 'since', 'arrest', 'jury', 'retired', 'r', 'kelly', 'sex', 'trafficking', 'trial', 'new', 'york', 'month', 'te', 'chars']",r kelly trial look key moment jury deliberates mark savagebbc music correspondent image captionr awaiting since arrest retired sex trafficking new york month te char,"['r', 'kelly', 'trial', 'look', 'key', 'moments', 'jury', 'deliberates', 'mark', 'savagebbc', 'music', 'correspondent', 'image', 'captionr', 'awaiting', 'since', 'arrest', 'retired', 'sex', 'trafficking', 'new', 'york', 'month', 'te', 'chars']"
"Donie O'Sullivan, CNN Business","San Francisco (CNN Business)Sophie Zhang, who said she felt like she had ""blood on her hands"" after working at Facebook, is willing to testify before Congress about her former employer, she told CNN … [+2221 chars]","Sophie Zhang, who said she felt like she had ""blood on her hands"" after working at Facebook, is willing to testify before Congress about her former employer, she told CNN Sunday. She said she had also passed on documentation about the company to a US law enfo…",https://cdn.cnn.com/cnnnext/dam/assets/211011175600-01-sophie-zhang-facebook-whistleblower-donie-osullivan-interview-screenshot-super-tease.jpg,2021-10-12,CNN,Another Facebook whistleblower says she is willing to testify before Congress,https://www.cnn.com/2021/10/11/tech/facebook-whistleblower-sophie-zhang-congress/index.html,another facebook whistleblower says she is willing to testify before congress san francisco cnn business sophie zhang who said she felt like she had blood on her hands after working at facebook is willing to testify before congress about her former employer she told cnn  chars,"['another', 'facebook', 'whistleblower', 'says', 'willing', 'testify', 'congress', 'san', 'francisco', 'cnn', 'business', 'sophie', 'zhang', 'said', 'felt', 'like', 'blood', 'hands', 'working', 'facebook', 'willing', 'testify', 'congress', 'former', 'employer', 'told', 'cnn', 'chars']",another facebook whistleblower say willing testify congress san francisco cnn business sophie zhang said felt like blood hand working former employer told char,"['another', 'facebook', 'whistleblower', 'says', 'willing', 'testify', 'congress', 'san', 'francisco', 'cnn', 'business', 'sophie', 'zhang', 'said', 'felt', 'like', 'blood', 'hands', 'working', 'former', 'employer', 'told', 'chars']"
"Samantha Murphy Kelly and Clare Duffy, CNN Business","(CNN Business)The Facebook whistleblower who released tens of thousands of pages of internal research and documents indicating the company was aware of various problems caused by its apps, including … [+4745 chars]","The Facebook whistleblower who released tens of thousands of pages of internal research and documents indicating the company was aware of various problems caused by its apps, including Instagram's potential ""toxic"" effect on teen girls, is set to testify at a…",https://cdn.cnn.com/cnnnext/dam/assets/211003205015-02-frances-haugen-60-minutes-10-03-2021-super-tease.jpg,2021-10-05,CNN,Facebook whistleblower to testify in Senate hearing about company's impact on kids,https://www.cnn.com/2021/10/05/tech/facebook-whistleblower-testify/index.html,facebook whistleblower to testify in senate hearing about company is impact on kids cnn business the facebook whistleblower who released tens of thousands of pages of internal research and documents indicating the company was aware of various problems caused by its apps including  chars,"['facebook', 'whistleblower', 'testify', 'senate', 'hearing', 'company', 'impact', 'kids', 'cnn', 'business', 'facebook', 'whistleblower', 'released', 'tens', 'thousands', 'pages', 'internal', 'research', 'documents', 'indicating', 'company', 'aware', 'various', 'problems', 'caused', 'apps', 'including', 'chars']",facebook whistleblower testify senate hearing company impact kid cnn business released ten thousand page internal research document indicating aware various problem caused apps including char,"['facebook', 'whistleblower', 'testify', 'senate', 'hearing', 'company', 'impact', 'kids', 'cnn', 'business', 'released', 'tens', 'thousands', 'pages', 'internal', 'research', 'documents', 'indicating', 'aware', 'various', 'problems', 'caused', 'apps', 'including', 'chars']"
"Jen Christensen, CNN","(CNN)Being a nurse means everything to Andrea Babinski, but she is willing to risk it all -- the connections to colleagues she likes, the patients she cares for, not to mention the steady paycheck --… [+13433 chars]","Being a nurse means everything to Andrea Babinski, but she is willing to risk it all -- the connections to colleagues she likes, the patients she cares for, not to mention the steady paycheck -- for a simple belief.",https://cdn.cnn.com/cnnnext/dam/assets/210714080710-vaccine-protests-texas-0626-super-tease.jpg,2021-10-01,CNN,"The Covid-19 vaccine health care worker holdouts: For them, it's personal. For their hospitals it's professional",https://www.cnn.com/2021/09/30/health/unvaccinated-nurses-covid-19/index.html,the covid  vaccine health care worker holdouts for them it is personal for their hospitals it is professional cnn being a nurse means everything to andrea babinski but she is willing to risk it all the connections to colleagues she likes the patients she cares for not to mention the steady paycheck  chars,"['covid', 'vaccine', 'health', 'care', 'worker', 'holdouts', 'personal', 'hospitals', 'professional', 'cnn', 'nurse', 'means', 'everything', 'andrea', 'babinski', 'willing', 'risk', 'connections', 'colleagues', 'likes', 'patients', 'cares', 'mention', 'steady', 'paycheck', 'chars']",covid vaccine health care worker holdout personal hospital professional cnn nurse mean everything andrea babinski willing risk connection colleague like patient care mention steady paycheck char,"['covid', 'vaccine', 'health', 'care', 'worker', 'holdouts', 'personal', 'hospitals', 'professional', 'cnn', 'nurse', 'means', 'everything', 'andrea', 'babinski', 'willing', 'risk', 'connections', 'colleagues', 'likes', 'patients', 'cares', 'mention', 'steady', 'paycheck', 'chars']"
"Francesca Street, CNN","(CNN) Ignacio Nieto Carvajal and Miguel Piñas Rodríguez met by chance in a gay bar in Madrid, not long after Nieto Carvajal moved to the Spanish capital for work.
Nieto Carvajal almost didn't go out… [+8335 chars]","Ignacio Nieto Carvajal and Miguel Piñas Rodríguez are a couple who've been traveling the world together for the past five years, working remotely along the way",https://cdn.cnn.com/cnnnext/dam/assets/210922191942-01b-chance-encounters-ignacio-miguel-digital-nomads-super-tease.jpg,2021-09-29,CNN,Traveling the world as gay digital nomads,https://www.cnn.com/travel/article/ignacio-miguel-digital-nomads/index.html,traveling the world as gay digital nomads cnn ignacio nieto carvajal and miguel pias rodrguez met by chance in a gay bar in madrid not long after nieto carvajal moved to the spanish capital for work nieto carvajal almost did not go out  chars,"['traveling', 'world', 'gay', 'digital', 'nomads', 'cnn', 'ignacio', 'nieto', 'carvajal', 'miguel', 'pias', 'rodrguez', 'met', 'chance', 'gay', 'bar', 'madrid', 'long', 'nieto', 'carvajal', 'moved', 'spanish', 'capital', 'work', 'nieto', 'carvajal', 'almost', 'go', 'chars']",traveling world gay digital nomad cnn ignacio nieto carvajal miguel pia rodrguez met chance bar madrid long moved spanish capital work almost go char,"['traveling', 'world', 'gay', 'digital', 'nomads', 'cnn', 'ignacio', 'nieto', 'carvajal', 'miguel', 'pias', 'rodrguez', 'met', 'chance', 'bar', 'madrid', 'long', 'moved', 'spanish', 'capital', 'work', 'almost', 'go', 'chars']"
"Ryan Young, Jason Morris and Ray Sanchez, CNN","(CNN)Jessica Desfosses shared the final heartrending text messages she exchanged with her police officer husband in the days before he died from Covid-19. 
""Commercial just came on tv a casket sayin… [+8233 chars]","The coronavirus has become the leading cause of death for officers despite law enforcement being among the first groups eligible to receive the vaccine at the end of 2020. That's 476 Covid-19 related deaths since the start of the pandemic, compared to 93 from…",https://cdn.cnn.com/cnnnext/dam/assets/211016085628-police-young-pkg-vpx-super-tease.jpg,2021-10-16,CNN,Five times as many police officers have died from Covid-19 as from gunfire since start of pandemic,https://www.cnn.com/2021/10/16/us/police-vaccine-covid-deaths/index.html,five times as many police officers have died from covid  as from gunfire since start of pandemic cnn jessica desfosses shared the final heartrending text messages she exchanged with her police officer husband in the days before he died from covid  commercial just came on tv a casket sayin  chars,"['five', 'times', 'many', 'police', 'officers', 'died', 'covid', 'gunfire', 'since', 'start', 'pandemic', 'cnn', 'jessica', 'desfosses', 'shared', 'final', 'heartrending', 'text', 'messages', 'exchanged', 'police', 'officer', 'husband', 'days', 'died', 'covid', 'commercial', 'came', 'tv', 'casket', 'sayin', 'chars']",five time many police officer died covid gunfire since start pandemic cnn jessica desfosses shared final heartrending text message exchanged officer husband day commercial came tv casket sayin char,"['five', 'times', 'many', 'police', 'officers', 'died', 'covid', 'gunfire', 'since', 'start', 'pandemic', 'cnn', 'jessica', 'desfosses', 'shared', 'final', 'heartrending', 'text', 'messages', 'exchanged', 'officer', 'husband', 'days', 'commercial', 'came', 'tv', 'casket', 'sayin', 'chars']"
https://www.facebook.com/bbcnews,"Image source, Getty Images
Image caption, Frances Haugen said the company repeatedly prioritised profits over its users safety
A former Facebook employee has told US lawmakers that the company's si… [+4252 chars]",A former employee tells the US Senate that the social media giant put profit before people.,https://ichef.bbci.co.uk/news/1024/branded_news/6533/production/_120870952_gettyimages-1235714396.jpg,2021-10-05,BBC News,Facebook harms children and weakens democracy: ex-employee,https://www.bbc.co.uk/news/world-us-canada-58805965,facebook harms children and weakens democracy ex employee image source getty images image caption frances haugen said the company repeatedly prioritised profits over its users safety a former facebook employee has told us lawmakers that the company is si  chars,"['facebook', 'harms', 'children', 'weakens', 'democracy', 'ex', 'employee', 'image', 'source', 'getty', 'images', 'image', 'caption', 'frances', 'haugen', 'said', 'company', 'repeatedly', 'prioritised', 'profits', 'users', 'safety', 'former', 'facebook', 'employee', 'told', 'us', 'lawmakers', 'company', 'si', 'chars']",facebook harm child weakens democracy ex employee image source getty image caption france haugen said company repeatedly prioritised profit user safety former told u lawmaker si char,"['facebook', 'harms', 'children', 'weakens', 'democracy', 'ex', 'employee', 'image', 'source', 'getty', 'images', 'caption', 'frances', 'haugen', 'said', 'company', 'repeatedly', 'prioritised', 'profits', 'users', 'safety', 'former', 'told', 'us', 'lawmakers', 'si', 'chars']"
https://www.facebook.com/bbcnews,"By Mark SavageBBC Music Correspondent
image source, Getty Images
image captionLittle Boots will put her career on pause to join Abba's Voyage show next year
Twelve years ago, Little Boots duetted … [+8198 chars]","The pop star is joining Abba's live band next year, after crowd-funding her sparkling new album.",https://ichef.bbci.co.uk/news/1024/branded_news/4426/production/_120664471_gettyimages-480895034.jpg,2021-09-24,BBC News,Little Boots says Abba's new live band is 'badass cool',https://www.bbc.co.uk/news/entertainment-arts-58649415,little boots says abba is new live band is badass cool by mark savagebbc music correspondent image source getty images image captionlittle boots will put her career on pause to join abba is voyage show next year twelve years ago little boots duetted  chars,"['little', 'boots', 'says', 'abba', 'new', 'live', 'band', 'badass', 'cool', 'mark', 'savagebbc', 'music', 'correspondent', 'image', 'source', 'getty', 'images', 'image', 'captionlittle', 'boots', 'put', 'career', 'pause', 'join', 'abba', 'voyage', 'show', 'next', 'year', 'twelve', 'years', 'ago', 'little', 'boots', 'duetted', 'chars']",little boot say abba new live band badass cool mark savagebbc music correspondent image source getty image captionlittle put career pause join voyage show next year twelve year ago duetted char,"['little', 'boots', 'says', 'abba', 'new', 'live', 'band', 'badass', 'cool', 'mark', 'savagebbc', 'music', 'correspondent', 'image', 'source', 'getty', 'images', 'captionlittle', 'put', 'career', 'pause', 'join', 'voyage', 'show', 'next', 'year', 'twelve', 'years', 'ago', 'duetted', 'chars']"
https://www.facebook.com/bbcnews,"By Niall GlynnBBC News NI 
Image source, Ritchie Saggie
Image caption, Masses of spiders have been spotted on cars across Northern Ireland
Horrified social media users across Northern Ireland have… [+3302 chars]",Thousands of small spiders have been spotted on cars and other surfaces due to a behaviour known as ballooning.,https://ichef.bbci.co.uk/news/1024/branded_news/6E2A/production/_121120282_gettyimages-453484340.jpg,2021-10-18,BBC News,Invasion of the ballooning money spiders,https://www.bbc.co.uk/news/uk-northern-ireland-58940701,invasion of the ballooning money spiders by niall glynnbbc news ni image source ritchie saggie image caption masses of spiders have been spotted on cars across northern ireland horrified social media users across northern ireland have  chars,"['invasion', 'ballooning', 'money', 'spiders', 'niall', 'glynnbbc', 'news', 'ni', 'image', 'source', 'ritchie', 'saggie', 'image', 'caption', 'masses', 'spiders', 'spotted', 'cars', 'across', 'northern', 'ireland', 'horrified', 'social', 'media', 'users', 'across', 'northern', 'ireland', 'chars']",invasion ballooning money spider niall glynnbbc news ni image source ritchie saggie caption mass spotted car across northern ireland horrified social medium user char,"['invasion', 'ballooning', 'money', 'spiders', 'niall', 'glynnbbc', 'news', 'ni', 'image', 'source', 'ritchie', 'saggie', 'caption', 'masses', 'spotted', 'cars', 'across', 'northern', 'ireland', 'horrified', 'social', 'media', 'users', 'chars']"
https://www.facebook.com/bbcnews,"Image source, Getty Images
Image caption, Dutch PM Mark Rutte has often been seen cycling to work meetings
The killing of British MP Sir David Amess has highlighted the dilemma facing politicians w… [+5119 chars]",Why the need to be a people's representative and the need for personal safety are in constant conflict.,https://ichef.bbci.co.uk/news/1024/branded_news/0B90/production/_121106920_mediaitem121106919.jpg,2021-10-16,BBC News,Sir David Amess killing: Security for politicians is a global dilemma,https://www.bbc.co.uk/news/world-58937581,sir david amess killing security for politicians is a global dilemma image source getty images image caption dutch pm mark rutte has often been seen cycling to work meetings the killing of british mp sir david amess has highlighted the dilemma facing politicians w  chars,"['sir', 'david', 'amess', 'killing', 'security', 'politicians', 'global', 'dilemma', 'image', 'source', 'getty', 'images', 'image', 'caption', 'dutch', 'pm', 'mark', 'rutte', 'often', 'seen', 'cycling', 'work', 'meetings', 'killing', 'british', 'mp', 'sir', 'david', 'amess', 'highlighted', 'dilemma', 'facing', 'politicians', 'w', 'chars']",sir david amess killing security politician global dilemma image source getty image caption dutch pm mark rutte often seen cycling work meeting british mp highlighted facing w char,"['sir', 'david', 'amess', 'killing', 'security', 'politicians', 'global', 'dilemma', 'image', 'source', 'getty', 'images', 'caption', 'dutch', 'pm', 'mark', 'rutte', 'often', 'seen', 'cycling', 'work', 'meetings', 'british', 'mp', 'highlighted', 'facing', 'w', 'chars']"
https://www.facebook.com/bbcnews,"Image source, Ashley Cooper GWI
Image caption, Local photographer Ashley Cooper said he initially thought the abandoned afternoon tea was an art installation
A mysterious abandoned afternoon tea ha… [+1948 chars]",The half-eaten food and glasses of fizz were found about 300ft (91m) from the nearest path.,https://ichef.bbci.co.uk/news/1024/branded_news/15F0B/production/_121076898_table4ashleycoopergwi.jpg,2021-10-14,BBC News,Lake District mysterious abandoned tea-for-two found in woodland,https://www.bbc.co.uk/news/uk-england-cumbria-58911256,lake district mysterious abandoned tea for two found in woodland image source ashley cooper gwi image caption local photographer ashley cooper said he initially thought the abandoned afternoon tea was an art installation a mysterious abandoned afternoon tea ha  chars,"['lake', 'district', 'mysterious', 'abandoned', 'tea', 'two', 'found', 'woodland', 'image', 'source', 'ashley', 'cooper', 'gwi', 'image', 'caption', 'local', 'photographer', 'ashley', 'cooper', 'said', 'initially', 'thought', 'abandoned', 'afternoon', 'tea', 'art', 'installation', 'mysterious', 'abandoned', 'afternoon', 'tea', 'ha', 'chars']",lake district mysterious abandoned tea two found woodland image source ashley cooper gwi caption local photographer said initially thought afternoon art installation ha char,"['lake', 'district', 'mysterious', 'abandoned', 'tea', 'two', 'found', 'woodland', 'image', 'source', 'ashley', 'cooper', 'gwi', 'caption', 'local', 'photographer', 'said', 'initially', 'thought', 'afternoon', 'art', 'installation', 'ha', 'chars']"
https://www.facebook.com/bbcnews,"By Annabel RackhamNewsbeat reporter
""Everyone thinks they want to start a podcast,"" says Alex Cooper, the host of Call Her Daddy.
""But what goes into my show is so much more than me just sitting do… [+3242 chars]",Call Her Daddy host Alex Cooper has re-launched her podcast after getting a huge deal with Spotify.,https://ichef.bbci.co.uk/news/1024/branded_news/11351/production/_121018407_facetune_04-10-2021-16-38-54.jpg,2021-10-11,BBC News,Call Her Daddy's Alex Cooper: 'Not everyone can just do a podcast',https://www.bbc.co.uk/news/newsbeat-58719364,call her daddy is alex cooper not everyone can just do a podcast by annabel rackhamnewsbeat reporter everyone thinks they want to start a podcast says alex cooper the host of call her daddy but what goes into my show is so much more than me just sitting do  chars,"['call', 'daddy', 'alex', 'cooper', 'everyone', 'podcast', 'annabel', 'rackhamnewsbeat', 'reporter', 'everyone', 'thinks', 'want', 'start', 'podcast', 'says', 'alex', 'cooper', 'host', 'call', 'daddy', 'goes', 'show', 'much', 'sitting', 'chars']",call daddy alex cooper everyone podcast annabel rackhamnewsbeat reporter think want start say host go show much sitting char,"['call', 'daddy', 'alex', 'cooper', 'everyone', 'podcast', 'annabel', 'rackhamnewsbeat', 'reporter', 'thinks', 'want', 'start', 'says', 'host', 'goes', 'show', 'much', 'sitting', 'chars']"
https://www.facebook.com/bbcnews,"By BBC MonitoringEssential Media Insight
image source, BBC Monitoring
Newspapers across Europe are watching the knife-edge election results in Germany with concern for the country's - and continent… [+3885 chars]",Newspapers across Europe are watching the knife-edge results in Germany with a high degree of concern for the country's - and continent's - future course.,https://ichef.bbci.co.uk/news/1024/branded_news/AF3C/production/_120706844_german_euro_comp.jpg,2021-09-27,BBC News,Papers gripped by Germany's era of uncertainty,https://www.bbc.co.uk/news/world-europe-58706549,papers gripped by germany is era of uncertainty by bbc monitoringessential media insight image source bbc monitoring newspapers across europe are watching the knife edge election results in germany with concern for the country is and continent  chars,"['papers', 'gripped', 'germany', 'era', 'uncertainty', 'bbc', 'monitoringessential', 'media', 'insight', 'image', 'source', 'bbc', 'monitoring', 'newspapers', 'across', 'europe', 'watching', 'knife', 'edge', 'election', 'results', 'germany', 'concern', 'country', 'continent', 'chars']",paper gripped germany era uncertainty bbc monitoringessential medium insight image source monitoring newspaper across europe watching knife edge election result concern country continent char,"['papers', 'gripped', 'germany', 'era', 'uncertainty', 'bbc', 'monitoringessential', 'media', 'insight', 'image', 'source', 'monitoring', 'newspapers', 'across', 'europe', 'watching', 'knife', 'edge', 'election', 'results', 'concern', 'country', 'continent', 'chars']"
